S_index,pattern_finder,induced_motifs
246,1,1
247,0,1
248,0,1
249,0,1
250,0,1
251,0,1
252,0,1
253,0,1
254,1,1
255,1,1
256,0,1
257,1,1
258,0,1
259,1,1
260,0,1
261,1,1
262,0,1
263,1,1
264,1,1
265,1,1
266,1,1
267,0,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,0,1
276,1,1
277,1,1
278,1,1
279,0,1
280,0,1
281,0,1
282,1,1
283,1,1
284,0,1
285,0,1
286,0,1
287,1,1
288,1,1
289,1,1
290,0,1
291,1,1
292,0,1
293,0,1
294,0,1
295,1,1
296,1,1
297,1,1
298,0,1
299,1,1
300,0,1
301,0,1
302,0,1
303,0,1
304,1,1
305,0,1
306,0,1
307,0,1
308,1,1
309,1,1
310,1,1
311,0,1
312,0,1
313,1,1
314,1,1
315,1,1
316,1,1
317,0,1
318,1,1
319,0,1
320,1,1
321,0,1
322,1,1
323,1,1
324,1,1
325,0,1
326,0,1
327,1,1
328,1,1
329,1,1
330,0,1
331,1,1
332,1,1
333,0,1
334,0,1
335,1,1
336,1,1
337,1,1
338,1,1
339,1,1
340,0,1
341,1,1
342,1,1
343,0,1
344,0,1
345,1,1
346,1,1
347,0,1
348,0,1
349,1,1
350,0,1
351,1,1
352,0,1
353,1,1
354,1,1
355,1,1
356,1,1
357,1,1
358,0,1
359,1,1
360,0,1
361,1,1
362,0,1
363,1,1
364,1,1
365,1,1
366,1,1
367,1,1
368,0,1
369,0,1
370,1,1
371,0,1
372,0,1
373,1,1
374,1,1
375,0,1
376,0,1
377,1,1
378,1,1
379,0,1
380,0,1
381,1,1
382,0,1
383,0,1
384,1,1
385,1,1
386,1,1
387,1,1
388,1,1
389,0,1
390,1,1
391,0,1
392,0,1
393,0,1
394,1,1
395,1,1
396,0,1
397,0,1
398,0,1
399,1,1
400,1,1
401,1,1
402,1,1
403,0,1
404,0,1
405,1,1
406,0,1
407,0,1
408,1,1
409,1,1
410,1,1
411,1,1
412,1,1
413,1,1
414,1,1
415,1,1
416,1,1
417,1,1
418,1,1
419,1,1
420,1,1
421,1,1
422,0,1
423,1,1
424,0,1
425,0,1
426,0,1
427,0,1
428,1,1
429,1,1
430,1,1
431,1,1
432,1,1
433,1,1
434,1,1
435,1,1
436,1,1
437,1,1
438,0,1
439,1,1
440,0,1
441,1,1
442,1,1
443,1,1
444,1,1
445,0,1
446,1,1
447,1,1
448,0,1
449,1,1
450,1,1
451,1,1
452,1,1
453,0,1
454,1,1
455,1,1
456,0,1
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,0,1
463,1,1
464,1,1
465,0,1
466,0,1
467,1,1
468,0,1
469,1,1
470,1,1
471,1,1
472,0,1
473,0,1
474,0,1
475,0,1
476,1,1
477,0,1
478,0,1
479,0,1
480,0,1
481,1,1
482,0,1
483,0,1
484,1,1
485,1,1
486,1,1
487,1,1
488,0,1
489,1,1
490,1,1
491,0,1
492,1,1
493,1,1
494,0,1
495,0,1
496,1,1
497,1,1
498,0,1
499,1,1
500,0,1
501,0,1
502,0,1
503,0,1
504,1,1
505,0,1
506,0,1
507,0,1
508,1,1
509,0,1
510,0,1
511,1,1
512,0,1
513,1,1
514,0,1
515,0,1
516,0,1
517,1,1
518,1,1
519,0,1
520,0,1
521,1,1
522,1,1
523,1,1
524,0,1
525,1,1
526,0,1
527,1,1
528,1,1
529,1,1
530,1,1
531,1,1
532,1,1
533,0,1
534,0,1
535,1,1
536,0,1
537,0,1
538,0,1
539,1,1
540,0,1
541,0,1
542,0,1
543,1,1
544,1,1
545,0,1
546,0,1
547,0,1
548,0,1
549,0,1
550,1,1
551,0,1
552,0,1
553,1,1
554,1,1
555,0,1
556,0,1
557,0,1
558,1,1
559,0,1
560,1,1
561,1,1
562,1,1
563,0,1
564,1,1
565,0,1
566,0,1
567,1,1
568,1,1
569,0,1
570,1,1
571,1,1
572,0,1
573,1,1
574,0,1
575,0,1
576,1,1
577,0,1
578,1,1
579,0,1
580,1,1
581,1,1
582,1,1
583,0,1
584,1,1
585,1,1
586,0,1
587,1,1
588,1,1
589,0,1
590,0,1
591,0,1
592,1,1
593,0,1
594,1,1
595,1,1
596,0,1
597,0,1
598,1,1
599,1,1
600,0,1
601,0,1
602,0,1
603,1,1
604,0,1
605,0,1
606,1,1
607,0,1
608,0,1
609,0,1
610,1,1
611,1,1
612,0,1
613,1,1
614,0,1
615,0,1
616,1,1
617,0,1
618,1,1
619,0,1
620,0,1
621,1,1
622,1,1
623,1,1
624,1,1
625,1,1
626,0,1
627,0,1
628,1,1
629,1,1
630,0,1
631,0,1
632,0,1
633,1,1
634,1,1
635,0,1
636,1,1
637,0,1
638,0,1
639,0,1
640,0,1
641,0,1
642,0,1
643,0,1
644,1,1
645,1,1
646,1,1
647,1,1
648,1,1
649,0,1
650,0,1
651,1,1
652,0,1
653,0,1
654,1,1
655,1,1
656,0,1
657,1,1
658,0,1
659,0,1
660,1,1
661,1,1
662,0,1
663,1,1
664,1,1
665,1,1
666,0,1
667,1,1
668,1,1
669,1,1
670,1,1
671,1,1
672,0,1
673,1,1
674,0,1
675,0,1
676,1,1
677,0,1
678,0,1
679,0,1
680,0,1
681,1,1
682,1,1
683,0,1
684,1,1
685,0,1
686,0,1
687,1,1
688,0,1
689,1,1
690,1,1
691,1,1
692,0,1
693,0,1
694,0,1
695,0,1
696,0,1
697,1,1
698,1,1
699,0,1
700,1,1
701,0,1
702,0,1
703,0,1
704,1,1
705,0,1
706,1,1
707,1,1
708,0,1
709,1,1
710,0,1
711,1,1
712,0,1
713,0,1
714,0,1
715,1,1
716,0,1
717,1,1
718,0,1
719,1,1
720,1,1
721,1,1
722,0,1
723,0,1
724,1,1
725,1,1
726,1,1
727,1,1
728,0,1
729,0,1
730,1,1
731,0,1
732,1,1
733,1,1
734,1,1
735,0,1
736,0,1
737,1,1
738,0,1
739,1,1
740,0,1
741,1,1
742,1,1
743,0,1
744,1,1
745,1,1
746,0,1
747,1,1
748,1,1
749,1,1
750,1,1
751,0,1
752,1,1
753,0,1
754,0,1
755,0,1
756,1,1
757,0,1
758,1,1
759,1,1
760,1,1
761,1,1
762,0,1
763,1,1
764,0,1
765,1,1
766,0,1
767,1,1
768,1,1
769,1,1
770,0,1
771,0,1
772,1,1
773,1,1
774,1,1
775,0,1
776,1,1
777,0,1
778,1,1
779,0,1
780,0,1
781,0,1
782,1,1
783,1,1
784,1,1
785,1,1
786,0,1
787,0,1
788,1,1
789,1,1
790,0,1
791,0,1
792,1,1
793,1,1
794,0,1
795,1,1
796,1,1
797,1,1
798,1,1
799,1,1
800,0,1
801,1,1
802,1,1
803,0,1
804,1,1
805,1,1
806,1,1
807,1,1
808,0,1
809,0,1
810,1,1
811,1,1
812,1,1
813,0,1
814,1,1
815,1,1
816,1,1
817,0,1
818,0,1
819,0,1
820,0,1
821,1,1
822,0,1
823,1,1
824,1,1
825,0,1
826,1,1
827,1,1
828,1,1
829,0,1
830,0,1
831,1,1
832,1,1
833,1,1
834,1,1
835,0,1
836,0,1
837,1,1
838,0,1
839,1,1
840,0,1
841,1,1
842,1,1
843,0,1
844,1,1
845,1,1
846,1,1
847,0,1
848,0,1
849,1,1
850,1,1
851,0,1
852,1,1
853,0,1
854,1,1
855,0,1
856,0,1
857,1,1
858,1,1
859,0,1
860,0,1
861,1,1
862,0,1
863,1,1
864,0,1
865,1,1
866,1,1
867,1,1
868,0,1
869,1,1
870,0,1
871,1,1
872,0,1
873,1,1
874,1,1
875,1,1
876,0,1
877,0,1
878,1,1
879,1,1
880,0,1
881,1,1
882,0,1
883,1,1
884,1,1
885,0,1
886,1,1
887,1,1
888,0,1
889,1,1
890,0,1
891,0,1
892,1,1
893,0,1
894,1,1
895,0,1
896,1,1
897,0,1
898,0,1
899,0,1
900,0,1
901,1,1
902,1,1
903,0,1
904,0,1
905,1,1
906,1,1
907,1,1
908,1,1
909,0,1
910,1,1
911,1,1
912,1,1
913,1,1
914,0,1
915,1,1
916,0,1
917,1,1
918,1,1
919,1,1
920,0,1
921,1,1
922,1,1
923,1,1
924,1,1
925,0,1
926,1,1
927,0,1
928,1,1
929,1,1
930,1,1
931,0,1
932,1,1
933,1,1
934,1,1
935,0,1
936,0,1
937,0,1
938,1,1
939,0,1
940,0,1
941,0,1
942,1,1
943,1,1
944,1,1
945,1,1
946,1,1
947,1,1
948,0,1
949,0,1
950,1,1
951,1,1
952,1,1
953,0,1
954,1,1
955,0,1
956,0,1
957,0,1
958,0,1
959,1,1
960,1,1
961,0,1
962,0,1
963,0,1
964,0,1
965,0,1
966,0,1
967,0,1
968,0,1
969,0,1
970,0,1
971,1,1
972,0,1
973,1,1
974,1,1
975,1,1
976,0,1
977,0,1
978,1,1
979,1,1
980,0,1
981,0,1
982,0,1
983,0,1
984,1,1
985,1,1
986,1,1
987,0,1
988,1,1
989,0,1
990,0,1
991,1,1
992,1,1
993,1,1
994,0,1
995,0,1
996,1,1
997,1,1
998,0,1
999,0,1
1000,0,1
