S_index,pattern_finder,non_induced_motifs
246,0,1
247,0,1
248,1,1
249,0,1
250,1,1
251,0,1
252,0,1
253,1,1
254,0,1
255,1,1
256,0,1
257,0,1
258,0,1
259,1,1
260,1,1
261,0,1
262,0,1
263,1,1
264,0,1
265,0,1
266,1,1
267,0,1
268,0,1
269,1,1
270,1,1
271,0,1
272,1,1
273,0,1
274,1,1
275,0,1
276,0,1
277,1,1
278,0,1
279,0,1
280,0,1
281,1,1
282,1,1
283,0,1
284,0,1
285,0,1
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,1,1
292,1,1
293,1,1
294,1,1
295,0,1
296,1,1
297,0,1
298,1,1
299,1,1
300,1,1
301,1,1
302,1,1
303,1,1
304,1,1
305,0,1
306,1,1
307,1,1
308,0,1
309,0,1
310,0,1
311,0,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,1
317,1,1
318,1,1
319,0,1
320,0,1
321,1,1
322,1,1
323,1,1
324,0,1
325,1,1
326,0,1
327,1,1
328,0,1
329,0,1
330,0,1
331,1,1
332,1,1
333,1,1
334,1,1
335,0,1
336,1,1
337,0,1
338,1,1
339,0,1
340,1,1
341,1,1
342,1,1
343,0,1
344,0,1
345,0,1
346,0,1
347,0,1
348,0,1
349,0,1
350,1,1
351,0,1
352,1,1
353,0,1
354,0,1
355,0,1
356,0,1
357,1,1
358,0,1
359,0,1
360,1,1
361,1,1
362,0,1
363,1,1
364,0,1
365,1,1
366,0,1
367,0,1
368,1,1
369,1,1
370,0,1
371,0,1
372,1,1
373,1,1
374,1,1
375,0,1
376,1,1
377,1,1
378,1,1
379,1,1
380,0,1
381,1,1
382,0,1
383,0,1
384,1,1
385,1,1
386,0,1
387,0,1
388,1,1
389,1,1
390,1,1
391,0,1
392,0,1
393,0,1
394,0,1
395,0,1
396,1,1
397,0,1
398,0,1
399,0,1
400,1,1
401,1,1
402,1,1
403,1,1
404,1,1
405,1,1
406,0,1
407,0,1
408,0,1
409,1,1
410,1,1
411,1,1
412,0,1
413,1,1
414,1,1
415,1,1
416,1,1
417,1,1
418,1,1
419,1,1
420,1,1
421,1,1
422,0,1
423,1,1
424,1,1
425,0,1
426,1,1
427,0,1
428,0,1
429,0,1
430,1,1
431,1,1
432,0,1
433,0,1
434,1,1
435,0,1
436,0,1
437,0,1
438,1,1
439,0,1
440,0,1
441,1,1
442,0,1
443,0,1
444,1,1
445,0,1
446,0,1
447,1,1
448,0,1
449,0,1
450,1,1
451,1,1
452,1,1
453,0,1
454,1,1
455,0,1
456,0,1
457,0,1
458,1,1
459,1,1
460,0,1
461,0,1
462,0,1
463,0,1
464,0,1
465,0,1
466,1,1
467,0,1
468,1,1
469,0,1
470,0,1
471,0,1
472,0,1
473,1,1
474,0,1
475,1,1
476,0,1
477,1,1
478,1,1
479,1,1
480,1,1
481,0,1
482,1,1
483,0,1
484,0,1
485,1,1
486,0,1
487,1,1
488,0,1
489,0,1
490,0,1
491,1,1
492,1,1
493,1,1
494,0,1
495,1,1
496,1,1
497,1,1
498,1,1
499,0,1
500,1,1
501,1,1
502,0,1
503,1,1
504,1,1
505,0,1
506,0,1
507,1,1
508,1,1
509,0,1
510,1,1
511,1,1
512,0,1
513,1,1
514,1,1
515,0,1
516,0,1
517,0,1
518,1,1
519,0,1
520,0,1
521,1,1
522,1,1
523,1,1
524,0,1
525,0,1
526,1,1
527,1,1
528,0,1
529,1,1
530,0,1
531,0,1
532,1,1
533,1,1
534,1,1
535,0,1
536,0,1
537,1,1
538,1,1
539,1,1
540,1,1
541,0,1
542,0,1
543,0,1
544,1,1
545,0,1
546,0,1
547,0,1
548,1,1
549,1,1
550,0,1
551,0,1
552,1,1
553,0,1
554,1,1
555,1,1
556,1,1
557,1,1
558,0,1
559,1,1
560,1,1
561,1,1
562,1,1
563,1,1
564,1,1
565,1,1
566,0,1
567,0,1
568,1,1
569,0,1
570,0,1
571,0,1
572,1,1
573,1,1
574,0,1
575,1,1
576,0,1
577,1,1
578,0,1
579,1,1
580,1,1
581,0,1
582,0,1
583,0,1
584,1,1
585,0,1
586,0,1
587,0,1
588,0,1
589,0,1
590,1,1
591,1,1
592,1,1
593,0,1
594,1,1
595,1,1
596,1,1
597,0,1
598,1,1
599,0,1
600,1,1
601,1,1
602,0,1
603,1,1
604,0,1
605,1,1
606,0,1
607,0,1
608,0,1
609,1,1
610,0,1
611,0,1
612,0,1
613,0,1
614,0,1
615,1,1
616,1,1
617,1,1
618,1,1
619,1,1
620,0,1
621,1,1
622,0,1
623,0,1
624,0,1
625,0,1
626,1,1
627,0,1
628,1,1
629,1,1
630,0,1
631,1,1
632,0,1
633,0,1
634,0,1
635,0,1
636,1,1
637,1,1
638,0,1
639,0,1
640,0,1
641,0,1
642,0,1
643,1,1
644,0,1
645,1,1
646,0,1
647,1,1
648,1,1
649,0,1
650,0,1
651,0,1
652,0,1
653,1,1
654,0,1
655,0,1
656,1,1
657,1,1
658,0,1
659,1,1
660,0,1
661,1,1
662,1,1
663,0,1
664,0,1
665,0,1
666,1,1
667,1,1
668,0,1
669,0,1
670,1,1
671,1,1
672,1,1
673,0,1
674,0,1
675,0,1
676,0,1
677,0,1
678,0,1
679,0,1
680,1,1
681,0,1
682,0,1
683,1,1
684,1,1
685,0,1
686,1,1
687,1,1
688,1,1
689,0,1
690,1,1
691,0,1
692,0,1
693,0,1
694,0,1
695,1,1
696,1,1
697,1,1
698,0,1
699,1,1
700,1,1
701,0,1
702,0,1
703,0,1
704,0,1
705,0,1
706,0,1
707,1,1
708,1,1
709,0,1
710,0,1
711,0,1
712,1,1
713,1,1
714,0,1
715,0,1
716,1,1
717,0,1
718,1,1
719,1,1
720,1,1
721,0,1
722,1,1
723,0,1
724,0,1
725,1,1
726,1,1
727,1,1
728,1,1
729,1,1
730,1,1
731,0,1
732,1,1
733,0,1
734,0,1
735,0,1
736,1,1
737,1,1
738,1,1
739,1,1
740,0,1
741,1,1
742,1,1
743,0,1
744,1,1
745,1,1
746,0,1
747,0,1
748,1,1
749,0,1
750,1,1
751,0,1
752,1,1
753,1,1
754,1,1
755,1,1
756,0,1
757,0,1
758,0,1
759,0,1
760,0,1
761,0,1
762,0,1
763,1,1
764,1,1
765,1,1
766,1,1
767,0,1
768,1,1
769,1,1
770,0,1
771,0,1
772,1,1
773,0,1
774,0,1
775,1,1
776,0,1
777,1,1
778,1,1
779,0,1
780,0,1
781,1,1
782,0,1
783,1,1
784,0,1
785,0,1
786,0,1
787,0,1
788,0,1
789,0,1
790,1,1
791,1,1
792,1,1
793,0,1
794,0,1
795,0,1
796,0,1
797,1,1
798,0,1
799,1,1
800,1,1
801,1,1
802,0,1
803,0,1
804,1,1
805,1,1
806,0,1
807,0,1
808,0,1
809,1,1
810,0,1
811,0,1
812,1,1
813,0,1
814,0,1
815,1,1
816,1,1
817,1,1
818,0,1
819,1,1
820,0,1
821,0,1
822,0,1
823,1,1
824,1,1
825,1,1
826,1,1
827,0,1
828,1,1
829,1,1
830,1,1
831,0,1
832,0,1
833,1,1
834,0,1
835,1,1
836,1,1
837,0,1
838,0,1
839,0,1
840,1,1
841,1,1
842,1,1
843,1,1
844,0,1
845,0,1
846,1,1
847,1,1
848,0,1
849,1,1
850,1,1
851,0,1
852,0,1
853,1,1
854,0,1
855,1,1
856,1,1
857,0,1
858,1,1
859,1,1
860,1,1
861,0,1
862,1,1
863,0,1
864,0,1
865,0,1
866,1,1
867,1,1
868,0,1
869,0,1
870,0,1
871,1,1
872,0,1
873,0,1
874,1,1
875,1,1
876,1,1
877,1,1
878,0,1
879,1,1
880,1,1
881,0,1
882,0,1
883,0,1
884,1,1
885,0,1
886,1,1
887,1,1
888,0,1
889,0,1
890,1,1
891,1,1
892,1,1
893,1,1
894,1,1
895,1,1
896,0,1
897,1,1
898,0,1
899,1,1
900,1,1
901,1,1
902,0,1
903,0,1
904,1,1
905,0,1
906,0,1
907,1,1
908,1,1
909,0,1
910,1,1
911,0,1
912,0,1
913,0,1
914,1,1
915,0,1
916,1,1
917,1,1
918,1,1
919,0,1
920,0,1
921,0,1
922,0,1
923,0,1
924,0,1
925,1,1
926,0,1
927,0,1
928,1,1
929,1,1
930,0,1
931,1,1
932,1,1
933,1,1
934,1,1
935,0,1
936,1,1
937,0,1
938,1,1
939,0,1
940,1,1
941,1,1
942,1,1
943,1,1
944,0,1
945,1,1
946,1,1
947,0,1
948,1,1
949,1,1
950,1,1
951,0,1
952,0,1
953,0,1
954,1,1
955,1,1
956,1,1
957,1,1
958,0,1
959,1,1
960,1,1
961,1,1
962,1,1
963,0,1
964,0,1
965,0,1
966,0,1
967,0,1
968,1,1
969,0,1
970,1,1
971,0,1
972,1,1
973,0,1
974,1,1
975,1,1
976,0,1
977,0,1
978,0,1
979,1,1
980,0,1
981,1,1
982,1,1
983,0,1
984,0,1
985,0,1
986,1,1
987,0,1
988,0,1
989,0,1
990,1,1
991,1,1
992,0,1
993,1,1
994,0,1
995,1,1
996,1,1
997,0,1
998,1,1
999,0,1
1000,1,1
